Genome	Pas_cpn60	Pas_fusA	Pas_gltA	Pas_pyrG	Pas_recA	Pas_rplB	Pas_rpoB	ST	Scheme	clonal_complex	species	CC	Assigned IC	Corrected IC
GCA_012935045.1_ASM1293504v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_012935065.1_ASM1293506v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_012935085.1_ASM1293508v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_012935105.1_ASM1293510v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_012935125.1_ASM1293512v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_012935145.1_ASM1293514v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_012935165.1_ASM1293516v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_012935185.1_ASM1293518v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_012974585.1_ASM1297458v1_genomic.fna	1	3	10	1	4	4	4	23	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_012974845.1_ASM1297484v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_013305465.1_ASM1330546v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_013372085.1_ASM1337208v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_013376855.2_ASM1337685v2_genomic.fna	2	2	2	2	2	2	4	570	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_013377175.1_ASM1337717v1_genomic.fna	35	1	11	7	9	25	2	108	abaumannii#2		Acinetobacter baumannii	44	Not IC	Not IC
GCA_013394265.1_ASM1339426v1_genomic.fna	1	158	2	2	165	1	2	1093	abaumannii#2			45	Not IC	Not IC
GCA_013394285.1_ASM1339428v1_genomic.fna	7	7	2	2	8	4	4	16	abaumannii#2		Acinetobacter baumannii	25	Not IC	Not IC
GCA_013403505.1_ASM1340350v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_013416255.1_ASM1341625v1_genomic.fna	3	2	2	2	3	4	4	374	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_013416275.1_ASM1341627v1_genomic.fna	1	4	2	2	7	1	4	239	abaumannii#2		Acinetobacter baumannii	14	Not IC	Not IC
GCA_013787185.1_ASM1378718v1_genomic.fna	3	4	2	2	7	1	2	203	abaumannii#2		Acinetobacter baumannii	14	Not IC	Not IC
GCA_014159355.1_ASM1415935v1_genomic.fna	3	3	7	1	7	1	4	213	abaumannii#2		Acinetobacter baumannii	20	IC10	IC10
GCA_014169655.1_ASM1416965v1_genomic.fna	3	2	2	2	3	1	4	1548	abaumannii#2			4	IC3	Not IC
GCA_014267385.1_ASM1426738v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014322245.1_ASM1432224v1_genomic.fna	3	3	7	26	7	1	4	138	abaumannii#2		Acinetobacter baumannii	20	IC10	IC10
GCA_014672735.1_ASM1467273v1_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_014672755.1_ASM1467275v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_014672775.1_ASM1467277v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_014705785.1_ASM1470578v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014705805.1_ASM1470580v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014705825.1_ASM1470582v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014705845.1_ASM1470584v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014705865.1_ASM1470586v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014705885.1_ASM1470588v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014874575.1_ASM1487457v1_genomic.fna	3	2	7	2	7	1	3	126	abaumannii#2		Acinetobacter baumannii	18	Not IC	Not IC
GCA_014880215.2_ASM1488021v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_014881055.2_ASM1488105v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_014882805.2_ASM1488280v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_015571935.1_ASM1557193v1_genomic.fna	5	4	2	1	3	1	5	2252	abaumannii#2			76	Not IC	Not IC
GCA_015732435.1_ASM1573243v1_genomic.fna	2	2	181	2	2	2	2	1555	abaumannii#2			0	IC2	IC2
GCA_015832155.1_ASM1583215v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_015870765.1_ASM1587076v1_genomic.fna	2	2	2	2	2	2	4	570	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_015870965.1_ASM1587096v1_genomic.fna	2	2	2	2	2	2	4	570	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_015910475.1_ASM1591047v1_genomic.fna	3	2	2	7	9	4	5	438	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_016117795.1_ASM1611779v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_016127515.1_ASM1612751v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_016350005.1_ASM1635000v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016350065.1_ASM1635006v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016350085.1_ASM1635008v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016350105.1_ASM1635010v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016864295.1_ASM1686429v1_genomic.fna	25	3	6	2	28	1	2	1077	abaumannii#2			7	IC6	IC6
GCA_016864315.2_ASM1686431v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_016864335.2_ASM1686433v2_genomic.fna	25	3	6	-	28	1	29	-	abaumannii#2			NA	NA	NA
GCA_016864915.1_ASM1686491v1_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_016865465.1_ASM1686546v1_genomic.fna	2	2	2	2	104	2	4	571	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016903135.1_ASM1690313v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016903215.1_ASM1690321v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_016919505.2_ASM1691950v2_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_016919525.2_ASM1691952v2_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_017096325.2_ASM1709632v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017096345.2_ASM1709634v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017096365.2_ASM1709636v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017096385.2_ASM1709638v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017096405.2_ASM1709640v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017096425.2_ASM1709642v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017098185.2_ASM1709818v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017098205.2_ASM1709820v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017098225.2_ASM1709822v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017098245.2_ASM1709824v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017098265.2_ASM1709826v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017584105.1_ASM1758410v1_genomic.fna	2	6	2	2	2	2	2	45	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_017639875.1_ASM1763987v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017723975.1_ASM1772397v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017724115.1_ASM1772411v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017724155.1_ASM1772415v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017724195.1_ASM1772419v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017724215.1_ASM1772421v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017726495.1_ASM1772649v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017726555.1_ASM1772655v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017726575.1_ASM1772657v1_genomic.fna	3	2	2	2	3	4	4	374	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_017742855.1_ASM1774285v1_genomic.fna	3	12	11	2	14	4	14	622	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_017753625.1_ASM1775362v1_genomic.fna	3	3	2	79	3	4	4	1554	abaumannii#2			77	Not IC	Not IC
GCA_018135585.1_ASM1813558v1_genomic.fna	3	1	2	1	18	1	48	221	abaumannii#2		Acinetobacter baumannii	38	Not IC	Not IC
GCA_018454385.1_ASM1845438v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_018502545.1_ASM1850254v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_018604365.1_ASM1860436v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_018808925.1_ASM1880892v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_018831125.1_ASM1883112v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_018831465.1_ASM1883146v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_018831485.1_ASM1883148v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_019076685.1_ASM1907668v1_genomic.fna	13	4	40	1	42	1	16	142	abaumannii#2		Acinetobacter baumannii	78	Not IC	Not IC
GCA_019264785.1_ASM1926478v1_genomic.fna	3	3	3	1	464	4	4	2563	abaumannii#2			79	Not IC	Not IC
GCA_019264805.1_ASM1926480v1_genomic.fna	472	50	7	2	5	1	4	2119	abaumannii#2			80	Not IC	Not IC
GCA_019264825.1_ASM1926482v1_genomic.fna	105	3	2	1	4	2	4	1435	abaumannii#2			81	Not IC	Not IC
GCA_019264845.1_ASM1926484v1_genomic.fna	1	425	6	2	482	1	2	2207	abaumannii#2			82	Not IC	Not IC
GCA_019316825.1_ASM1931682v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_019331655.1_ASM1933165v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_019356075.1_ASM1935607v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_019356095.1_ASM1935609v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_019356215.1_ASM1935621v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_019457715.1_ASM1945771v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_019457735.1_ASM1945773v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_019458485.1_ASM1945848v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_019703285.1_ASM1970328v1_genomic.fna	13	4	5	3	6	~1	29	new_alleles	abaumannii#2			NA	NA	NA
GCA_019903155.1_ASM1990315v1_genomic.fna	1	3	11	5	111	1	14	648	abaumannii#2		Acinetobacter baumannii	31	Not IC	Not IC
GCA_019903175.1_ASM1990317v1_genomic.fna	3	3	6	2	51	1	29	647	abaumannii#2		Acinetobacter baumannii	46	Not IC	Not IC
GCA_019903195.1_ASM1990319v1_genomic.fna	3	3	6	2	51	1	29	647	abaumannii#2		Acinetobacter baumannii	46	Not IC	Not IC
GCA_019903215.1_ASM1990321v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_019903235.1_ASM1990323v1_genomic.fna	27	3	2	2	5	58	5	649	abaumannii#2		Acinetobacter baumannii	84	Not IC	Not IC
GCA_019997865.1_ASM1999786v1_genomic.fna	3	5	5	1	7	1	4	132	abaumannii#2		Acinetobacter baumannii	20	IC10	IC10
GCA_020132105.1_ASM2013210v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_020271605.1_ASM2027160v1_genomic.fna	3	4	2	2	5	2	4	2253	abaumannii#2			85	Not IC	Not IC
GCA_020520325.1_ASM2052032v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020520345.1_ASM2052034v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020520365.1_ASM2052036v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020520385.1_ASM2052038v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020520405.1_ASM2052040v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020810655.1_ASM2081065v1_genomic.fna	3	3	2	2	3	1	4	729	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_020906565.1_ASM2090656v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_020911985.1_ASM2091198v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_020912005.1_ASM2091200v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_020985285.1_ASM2098528v1_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_021019455.3_ASM2101945v3_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_021019495.3_ASM2101949v3_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_021387855.2_ASM2138785v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021387885.2_ASM2138788v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021398135.1_ASM2139813v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021484905.1_ASM2148490v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_021484925.1_ASM2148492v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_021559695.1_ASM2155969v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021609965.1_ASM2160996v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_021725415.1_ASM2172541v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021729465.1_ASM2172946v1_genomic.fna	1	158	2	2	165	1	2	1093	abaumannii#2			45	Not IC	Not IC
GCA_021730415.1_ASM2173041v1_genomic.fna	1	2	2	2	2	2	2	98	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021764725.1_ASM2176472v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_021899715.1_ASM2189971v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_022107375.2_ASM2210737v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_022369275.1_ASM2236927v1_genomic.fna	3	2	2	30	3	74	3	866	abaumannii#2		Acinetobacter baumannii	86	Not IC	Not IC
GCA_022369355.1_ASM2236935v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_022429585.1_ASM2242958v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459055.1_ASM2245905v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459075.1_ASM2245907v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_022459095.1_ASM2245909v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_022459115.2_ASM2245911v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022459135.1_ASM2245913v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459155.1_ASM2245915v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459175.1_ASM2245917v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459295.1_ASM2245929v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459415.1_ASM2245941v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_022459595.1_ASM2245959v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022459755.2_ASM2245975v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_022459875.1_ASM2245987v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022460015.1_ASM2246001v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022460155.2_ASM2246015v2_genomic.fna	41	42	13	1	5	4	14	158	abaumannii#2		Acinetobacter baumannii	26	IC12	IC12
GCA_022460295.1_ASM2246029v1_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_022460435.2_ASM2246043v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022460575.1_ASM2246057v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022460745.2_ASM2246074v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022460875.2_ASM2246087v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022461025.2_ASM2246102v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022466815.1_ASM2246681v1_genomic.fna	3	3	105	6	4	2	5	738	abaumannii#2			87	Not IC	Not IC
GCA_022466975.1_ASM2246697v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_022467135.1_ASM2246713v1_genomic.fna	3	2	2	2	30	4	28	437	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_022467255.1_ASM2246725v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022467375.2_ASM2246737v2_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_022467435.1_ASM2246743v1_genomic.fna	27	2	7	2	2	1	2	215	abaumannii#2		Acinetobacter baumannii	35	Not IC	Not IC
GCA_022467535.1_ASM2246753v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_022467655.1_ASM2246765v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_022467735.1_ASM2246773v1_genomic.fna	2	2	2	55	2	2	2	604	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022467805.1_ASM2246780v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022467905.1_ASM2246790v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022467975.1_ASM2246797v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468075.1_ASM2246807v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468195.1_ASM2246819v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468295.1_ASM2246829v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468355.1_ASM2246835v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468455.1_ASM2246845v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468565.1_ASM2246856v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468645.2_ASM2246864v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468755.1_ASM2246875v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468795.1_ASM2246879v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022468835.2_ASM2246883v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022468855.2_ASM2246885v2_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_022468985.2_ASM2246898v2_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_022469075.1_ASM2246907v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022548575.1_ASM2254857v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022605145.1_ASM2260514v1_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_022759565.1_ASM2275956v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022811905.1_ASM2281190v1_genomic.fna	7	7	2	2	8	4	4	16	abaumannii#2		Acinetobacter baumannii	25	Not IC	Not IC
GCA_022870045.1_ASM2287004v1_genomic.fna	3	2	2	7	9	1	5	52	abaumannii#2		Acinetobacter baumannii	10	Not IC	Not IC
GCA_022916135.2_ASM2291613v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCA_022916555.2_ASM2291655v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_022921035.1_ASM2292103v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_023054035.2_ASM2305403v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
